URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,56,13,0.6231883967653856,0.10237388708846604,19.0,0.8404512489927478,7.936180499597099,19.0,0.8404512489927478,774,1285,4,5.602564102564102
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,38,13,0.49019606881968497,0.17525773135650263,23.8,0.9092436974789916,9.883697478991598,23.8,0.9092436974789916,340,592,6,5.499159663865546
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,17,27,-0.22727272210743815,0.07457627106004022,14.702702702702704,0.753527751646284,6.182492181739596,14.702702702702704,0.753527751646284,670,773,6,5.280783582089552
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,31,26,0.08771929670667901,0.08649468879135859,21.509090909090908,0.8349344978165939,8.937610162763,21.509090909090908,0.8349344978165939,744,960,11,5.504721030042918
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,31,26,0.08771929670667901,0.08649468879135859,21.509090909090908,0.8349344978165939,8.937610162763,21.509090909090908,0.8349344978165939,744,960,11,5.504721030042918
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,33,8,0.609756082688876,0.07992202713465492,17.75,0.9031903190319032,7.461276127612762,17.75,0.9031903190319032,572,771,2,5.569247546346783
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,31,10,0.5121951094586559,0.06721311464391293,21.36,0.9143135345666992,8.90972541382668,21.36,0.9143135345666992,664,955,2,5.571292775665399
3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,53,6,0.7966101559896585,0.06696935293193036,17.78125,0.8535108958837773,7.453904358353511,17.78125,0.8535108958837773,981,1387,8,5.263716814159292
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,7,0,0.9999998571428775,0.03056768545603631,21.56,0.519455252918288,8.831782101167315,21.56,0.519455252918288,288,278,2,4.771799628942486
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,18,44,-0.41935483194588985,0.11355311334514082,20.137254901960784,0.9272183449651047,8.425789298770356,20.137254901960784,0.9272183449651047,629,954,12,5.5337243401759535
5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,11,9,0.09999999500000024,0.10810810752373996,14.678571428571429,0.687192118226601,6.146305418719212,14.678571428571429,0.687192118226601,223,292,8,4.9705159705159705
5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,15,13,0.07142856887755111,0.05970149241001814,21.837209302325583,0.6616379310344828,8.999538893344027,21.837209302325583,0.6616379310344828,561,633,10,5.164882226980728
6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,19,3,0.7272726942148775,0.07051282028681788,23.375,0.78125,9.662500000000001,23.375,0.78125,336,405,2,5.261818181818182
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,3,4,-0.1428571224489825,0.03703703684107388,24.6,0.5988023952095808,10.079520958083833,24.6,0.5988023952095808,208,186,8,4.691860465116279
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,1,7,-0.7499999062500118,0.04255319126301494,21.0,0.8317757009345794,8.732710280373832,21.0,0.8317757009345794,202,247,0,5.16012084592145
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,0,0,0.0,0.0,1.0,13.0,5.6000000000000005,1.0,13.0,1,14,0,28.0
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,16,7,0.39130433081285515,0.08243727569018898,24.363636363636363,0.684931506849315,10.019427148194271,24.363636363636363,0.684931506849315,322,396,8,5.197318007662835
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,57,31,0.2954545420971075,0.08906882582078054,23.26388888888889,0.9355036855036855,9.679757029757031,23.26388888888889,0.9355036855036855,1081,1511,2,5.661631419939577
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,54,38,0.17391304158790172,0.13731343263087548,20.67142857142857,0.6280575539568345,8.519794450154164,20.67142857142857,0.6280575539568345,805,765,12,4.758909853249476
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,64,35,0.29292928997041123,0.10975609743929479,19.95294117647059,0.8946417820590006,8.339033183411836,19.95294117647059,0.8946417820590006,1023,1484,4,5.41270783847981
9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,32,18,0.2799999944000001,0.1057082450196443,20.294117647058822,0.6041666666666666,8.359313725490196,20.294117647058822,0.6041666666666666,596,637,24,4.833170731707317
10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,45,23,0.3235294070069205,0.07727272718491736,21.567901234567902,0.6818454164170161,8.899898660393967,21.567901234567902,0.6818454164170161,1016,1143,24,4.976231884057971
10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,28,14,0.3333333253968256,0.09012875517139753,23.794871794871796,0.7062146892655368,9.800434593654934,23.794871794871796,0.7062146892655368,530,619,19,5.02292576419214
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,19,9,0.35714284438775556,0.08187134478984986,16.743589743589745,0.7756714060031595,7.007704459837162,16.743589743589745,0.7756714060031595,375,421,10,5.100313479623824
11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,32,13,0.4222222128395064,0.12820512783987142,20.13888888888889,0.47832369942196534,8.246885035324343,20.13888888888889,0.47832369942196534,421,375,4,4.6875
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,61,32,0.3118279536362586,0.08635097485018478,25.662790697674417,0.7046632124352331,10.546981564043861,25.662790697674417,0.7046632124352331,1260,1544,14,4.876662081613938
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,41,52,-0.1182795686206498,0.08707865160385893,19.95,0.6686846450192625,8.247473858007705,19.95,0.6686846450192625,1166,1256,2,4.928016571724495
13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,24,16,0.19999999500000012,0.08733624435079422,20.162790697674417,0.8878504672897196,8.420256465985656,20.162790697674417,0.8878504672897196,526,787,12,5.6002317497103125
13977.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,26,24,0.03999999920000002,0.07042253511208094,17.28767123287671,0.7008403361344537,7.195404627604467,17.28767123287671,0.7008403361344537,790,846,11,4.94237012987013
14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,50,21,0.4084506984725254,0.11341853017025794,23.557377049180328,0.6611982881597718,9.68743013493604,23.557377049180328,0.6611982881597718,744,929,30,4.868531468531469
14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,53,20,0.4520547883280166,0.08968058957041697,19.271604938271604,0.7469798657718121,8.007433921617368,19.271604938271604,0.7469798657718121,901,1118,22,5.118412491867274
15362.4,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,24,0,0.999999958333335,0.08856088528206316,22.727272727272727,0.8626262626262626,9.435959595959597,22.727272727272727,0.8626262626262626,308,473,0,5.474849094567404
15824.2,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,56,35,0.2307692282333052,0.1542372878741741,351.75,0.5645514223194749,140.9258205689278,351.75,0.5645514223194749,724,902,21,4.751605995717345
16286.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,17,0,0.999999941176474,0.04607046057975485,16.46511627906977,0.7945007235890015,6.903846801063509,16.46511627906977,0.7945007235890015,411,574,0,5.244285714285715
16747.8,https://insights.blackcoffer.com/evolution-of-advertising-industry/,6,2,0.4999999375000079,0.049079754300124206,17.166666666666668,1.0066225165562914,7.269315673289184,17.166666666666668,1.0066225165562914,178,290,0,5.483766233766234
17209.6,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,3,-0.9999996666667778,0.04545454476584023,25.0,0.971830985915493,10.388732394366198,25.0,0.971830985915493,91,123,4,5.520833333333333
17671.4,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
18133.2,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,21,58,-0.46835442445120984,0.11791044758520829,23.2,0.6754385964912281,9.550175438596492,23.2,0.6754385964912281,745,860,4,5.135753749013418
18595.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,11,11,0.0,0.08333333301767677,22.375,0.6252354048964218,9.20009416195857,22.375,0.6252354048964218,306,340,6,4.8964218455743875
19056.8,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,43,32,0.14666666471111114,0.10067114080446826,21.83783783783784,0.6066623959000641,8.97780009349516,21.83783783783784,0.6066623959000641,878,950,18,4.767354596622889
19518.6,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,24,2,0.8461538136094686,0.16883116773486254,17.055555555555557,0.7656765676567657,7.128492849284929,17.055555555555557,0.7656765676567657,176,238,6,5.205882352941177
19980.4,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,2,0,0.99999950000025,0.0238095235260771,18.0,0.5759493670886076,7.4303797468354436,18.0,0.5759493670886076,105,95,0,4.8765432098765435
20442.2,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,17,8,0.35999998560000057,0.06476683921044861,23.53125,0.5851648351648352,9.646565934065935,23.53125,0.5851648351648352,442,484,5,4.786381842456609
20904.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,7,3,0.39999996000000404,0.07407407352537723,25.0,0.9872340425531915,10.394893617021276,25.0,0.9872340425531915,142,254,2,5.454545454545454
21365.8,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,7,5,0.16666665277777895,0.1538461518737673,11.466666666666667,0.8622754491017964,4.931576846307386,11.466666666666667,0.8622754491017964,95,127,0,5.406976744186046
21827.6,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,2,0,0.99999950000025,0.054054052593133714,14.4,1.028169014084507,6.171267605633803,14.4,1.028169014084507,45,81,2,5.464788732394366
22289.4,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0,0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1,0,0,4.0
22751.2,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1,0,0.9999990000010001,0.07692307100591762,13.5,0.6296296296296297,5.651851851851852,13.5,0.6296296296296297,18,15,0,5.37037037037037
23213.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,22,8,0.4666666511111116,0.11320754674261303,16.77777777777778,0.9232505643340858,7.0804113368447466,16.77777777777778,0.9232505643340858,287,440,0,5.87248322147651
23674.8,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1,0,0,4.0
24136.6,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,7,25,-0.5624999824218756,0.21476509922976444,18.9,0.5094339622641509,7.76377358490566,18.9,0.5094339622641509,193,187,10,4.5855614973262036
24598.4,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26,47,-0.28767122893601055,0.08267270658813963,23.5,0.8605482717520858,9.744219308700835,23.5,0.8605482717520858,999,1421,30,5.334108076699593
25060.2,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,37,22,0.25423728382648675,0.07940780608424253,24.779411764705884,0.5310427968655816,10.124181824628586,24.779411764705884,0.5310427968655816,899,912,33,4.744642857142857
25522.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,16,15,0.032258063475546335,0.06695464348389926,21.767441860465116,0.570957095709571,8.935359582469875,21.767441860465116,0.570957095709571,548,538,18,4.8221258134490235
25983.8,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,23,7,0.5333333155555561,0.08287292794786484,13.0,0.5449172576832151,5.417966903073286,13.0,0.5449172576832151,427,435,0,4.461271676300578
26445.6,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,11,2,0.6923076390532585,0.064999999675,27.263157894736842,0.336734693877551,11.03995703544576,27.263157894736842,0.336734693877551,243,166,2,4.12770137524558
26907.4,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,6,0.6249999804687506,0.1739130425330813,28.0,0.5882352941176471,11.43529411764706,28.0,0.5882352941176471,248,313,16,4.534736842105263
27369.2,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,35,15,0.3999999920000002,0.06321112507811488,23.71875,0.7715072264280798,9.796102890571234,23.71875,0.7715072264280798,909,1182,12,5.064451827242525
27831.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,22,66,-0.4999999943181819,0.18371607477303534,14.771428571428572,0.5575129533678757,6.13157660991858,14.771428571428572,0.5575129533678757,566,550,18,4.6066863323500495
28292.8,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,38,20,0.31034482223543414,0.13272311182443225,15.629032258064516,0.439701173959445,6.427493372809585,15.629032258064516,0.439701173959445,516,393,10,4.488541666666666
28754.6,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,13,18,-0.1612903173777317,0.07363420410063135,22.08108108108108,0.4897435897435897,9.028329868329868,22.08108108108108,0.4897435897435897,469,360,0,4.860050890585241
29216.4,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,20,20,0.0,0.06700167492964544,16.308823529411764,0.8772770853307766,6.874440245897017,16.308823529411764,0.8772770853307766,644,880,12,5.331753554502369
29678.2,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,21,70,-0.5384615325443788,0.1845841781245757,16.045454545454547,0.5606060606060606,6.642424242424244,16.045454545454547,0.5606060606060606,583,571,22,4.640115163147793
30140.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,17,6,0.4782608487712674,0.10900473881988275,22.38095238095238,0.6630434782608695,9.217598343685301,22.38095238095238,0.6630434782608695,264,315,6,4.851612903225806
30601.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,8,6,0.14285713265306196,0.10144927462717918,26.636363636363637,0.59375,10.892045454545455,26.636363636363637,0.59375,161,178,0,4.899305555555555
